"Town","FIPS","Year","Abused Substance","Outcome","Measure Type","Variable","Value"
"Chester",900714300,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Clinton",900715350,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Colchester",901115910,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Colebrook",900516050,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Columbia",901316400,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Connecticut",9,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",113
"Cornwall",900517240,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Coventry",901317800,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Cromwell",900718080,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Danbury",900118500,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",2
"Darien",900118850,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Deep River",900719130,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Derby",900919550,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Durham",900720810,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"East Granby",900322070,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"East Haddam",900722280,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"East Hampton",900722490,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"East Hartford",900322630,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"East Haven",900922910,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"East Lyme",901123400,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"East Windsor",900324800,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Eastford",901521860,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Easton",900123890,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Ellington",901325360,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Enfield",900325990,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",3
"Essex",900726270,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Fairfield",900126620,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Farmington",900327600,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Franklin",901129910,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Glastonbury",900331240,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Goshen",900532290,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Granby",900332640,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Greenwich",900133620,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",6
"Griswold",901133900,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Groton",901134250,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Guilford",900934950,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Haddam",900735230,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Hamden",900935650,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Hampton",901536000,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Hartford",900337070,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Hartland",900337140,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Harwinton",900537280,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Hebron",901337910,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Kent",900540290,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Killingly",901540500,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Killingworth",900740710,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Lebanon",901142390,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Ledyard",901142600,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Lisbon",901143230,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Litchfield",900543370,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Lyme",901144210,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Madison",900944560,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Manchester",900344700,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Mansfield",901344910,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Marlborough",900345820,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Meriden",900946520,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Middlebury",900946940,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",2
"Middlefield",900747080,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Middletown",900747360,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",2
"Milford",900947535,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Monroe",900148620,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Montville",901148900,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Morris",900549460,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Naugatuck",900949950,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"New Britain",900350440,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",2
"New Canaan",900150580,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"New Fairfield",900150860,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"New Hartford",900551350,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"New Haven",900952070,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"New London",901152350,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"New Milford",900552630,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Newington",900352140,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Newtown",900152980,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Norfolk",900553470,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"North Branford",900953890,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"North Canaan",900554030,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",2
"North Haven",900954870,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",4
"North Stonington",901155500,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Norwalk",900156060,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",3
"Norwich",901156270,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Old Lyme",901157040,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Old Saybrook",900757320,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Orange",900957600,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Oxford",900958300,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",2
"Plainfield",901559980,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Plainville",900360120,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",3
"Plymouth",900560750,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Pomfret",901561030,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Portland",900761800,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Preston",901162150,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Prospect",900962290,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",2
"Putnam",901562710,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Redding",900163480,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Ridgefield",900163970,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Rocky Hill",900365370,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Roxbury",900565930,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Salem",901166210,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Salisbury",900566420,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Scotland",901567400,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Seymour",900967610,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Sharon",900567960,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Shelton",900168170,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Sherman",900168310,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Simsbury",900368940,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Somers",901369220,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"South Windsor",900371390,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Southbury",900969640,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Southington",900370550,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Sprague",901171670,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Stafford",901372090,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Stamford",900173070,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",2
"Sterling",901573420,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Stonington",901173770,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Stratford",900174190,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",3
"Suffield",900374540,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Thomaston",900575730,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Thompson",901575870,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Tolland",901376290,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Torrington",900576570,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Trumbull",900177200,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Union",901377830,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Vernon",901378250,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Voluntown",901178600,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Wallingford",900978740,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",4
"Warren",900579510,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Washington",900579720,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Waterbury",900980070,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",5
"Waterford",901180280,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",3
"Watertown",900580490,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",4
"West Hartford",900382590,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"West Haven",900982870,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Westbrook",900781680,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Weston",900183430,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Westport",900183500,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Wethersfield",900384900,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Willington",901385950,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Wilton",900186370,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Winchester",900586440,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Windham",901586790,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Windsor",900387000,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Windsor Locks",900387070,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Wolcott",900987560,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Woodbridge",900987700,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Woodbury",900587910,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",1
"Woodstock",901588190,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",0
"Lower Fairfield County Regional Action Council",9000000000011,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",8
"Mid-Fairfield Substance Abuse Coalition",9000000000012,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",3
"Regional Youth/Adult Social Action Project",9000000000014,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",16
"South Central CT Substance Abuse Council",9000000000015,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",11
"Greater Valley Substance Abuse Action Council",9000000000016,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",6
"Middlesex County Substance Abuse Action Council",9000000000017,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",5
"Northeast Communities Against Substance Abuse",9000000000018,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",7
"Southeastern Regional Action Council",9000000000019,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",10
"East of the River Action for Substance Elimination",9000000000020,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",7
"Capitol Area Substance Abuse Council",9000000000021,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",6
"Substance Abuse Action Council",9000000000022,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",11
"Housatonic Valley Coalition Against Substance Abuse",9000000000023,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",8
"Central Naugatuck Valley Regional Action Council",9000000000024,2006,"Alcohol","Motor vehicle accident fatalities","Number","Motor Vehicle",15
